,price,carat,depth,table,x,y,z,city,cut,color,clarity
9759,4861,1.0,62.3,56.0,6.46,6.44,3.96,Antwerp,Ideal,G,SI2
9760,436,0.31,62.2,54.0,4.36,4.39,2.72,Madrid,Ideal,G,SI2
9761,1107,0.5,61.4,57.0,5.1,5.13,3.14,Madrid,Ideal,G,SI2
9762,4551,1.0,62.0,53.0,6.42,6.45,3.99,Madrid,Ideal,G,SI2
9763,391,0.31,62.0,55.0,4.34,4.37,2.7,Madrid,Ideal,G,SI2
9764,864,0.46,62.2,53.0,4.95,4.98,3.09,Madrid,Ideal,G,SI2
9765,2453,0.79,60.8,57.0,5.99,5.96,3.63,Madrid,Ideal,G,SI2
9766,2894,0.81,62.2,57.0,5.96,6.0,3.72,Madrid,Ideal,G,SI2
9767,1132,0.53,59.9,57.0,5.25,5.3,3.16,Madrid,Ideal,G,SI2
9768,1150,0.52,61.3,56.0,5.19,5.22,3.19,Madrid,Ideal,G,SI2
9769,1228,0.61,59.5,57.0,5.55,5.51,3.29,Madrid,Ideal,G,SI2
9770,632,0.4,62.0,56.0,4.73,4.76,2.94,Madrid,Ideal,G,SI2
9771,1395,0.62,60.6,57.0,5.53,5.56,3.36,Madrid,Ideal,G,SI2
9772,2264,0.71,61.5,55.0,5.74,5.78,3.54,Madrid,Ideal,G,SI2
9773,1094,0.51,61.3,55.0,5.17,5.19,3.17,Madrid,Ideal,G,SI2
9774,4375,1.04,60.7,57.0,6.51,6.61,3.98,Madrid,Ideal,G,SI2
9775,4675,1.08,61.9,58.0,6.55,6.57,4.06,Madrid,Ideal,G,SI2
9776,5062,1.13,61.1,54.0,6.77,6.74,4.13,Madrid,Ideal,G,SI2
9777,2056,0.7,62.9,56.0,5.69,5.66,3.57,Madrid,Ideal,G,SI2
9778,1038,0.5,60.0,57.0,5.17,5.2,3.11,Madrid,Ideal,G,SI2
9779,8637,1.51,60.8,57.0,7.39,7.44,4.51,Madrid,Ideal,G,SI2
9780,18293,2.06,62.3,56.0,8.16,8.09,5.06,Madrid,Ideal,G,SI2
9781,4044,0.9,61.4,56.0,6.19,6.23,3.81,Madrid,Ideal,G,SI2
9782,594,0.33,60.2,57.0,4.5,4.47,2.7,Madrid,Ideal,G,SI2
9783,4327,1.01,59.6,57.0,6.59,6.54,3.91,Madrid,Ideal,G,SI2
9784,17265,2.02,61.7,57.0,8.15,8.1,5.01,Madrid,Ideal,G,SI2
9785,14744,2.3,61.4,57.0,8.51,8.48,5.22,Madrid,Ideal,G,SI2
9786,14421,2.54,62.5,55.0,8.75,8.69,5.45,London,Ideal,G,SI2
9787,4955,1.12,62.2,55.0,6.68,6.64,4.14,London,Ideal,G,SI2
9788,4928,1.03,62.3,59.0,6.44,6.46,4.02,London,Ideal,G,SI2
9789,1276,0.58,61.5,55.0,5.38,5.42,3.32,London,Ideal,G,SI2
9790,1343,0.58,62.2,55.0,5.4,5.36,3.35,London,Ideal,G,SI2
9791,4242,1.01,62.4,56.0,6.42,6.37,3.99,London,Ideal,G,SI2
9792,3788,1.23,61.6,55.0,6.91,6.88,4.25,London,Ideal,G,SI2
9793,2325,0.71,60.6,57.0,5.81,5.87,3.54,London,Ideal,G,SI2
9794,4750,1.1,62.1,56.0,6.63,6.61,4.11,London,Ideal,G,SI2
9795,15948,2.21,60.1,60.0,8.47,8.53,5.11,London,Ideal,G,SI2
9796,14637,2.22,62.6,57.0,8.35,8.29,5.21,London,Ideal,G,SI2
9797,532,0.38,62.0,55.0,4.66,4.69,2.9,London,Ideal,G,SI2
9798,2177,0.72,61.7,56.0,5.76,5.71,3.54,London,Ideal,G,SI2
9799,2023,0.71,62.2,56.0,5.7,5.74,3.56,London,Ideal,G,SI2
9800,4556,1.01,59.3,60.0,6.54,6.58,3.89,London,Ideal,G,SI2
9801,5301,1.16,61.5,54.0,6.78,6.75,4.16,London,Ideal,G,SI2
9802,4541,1.06,62.2,55.0,6.56,6.53,4.07,London,Ideal,G,SI2
9803,2275,0.77,61.2,57.0,5.94,5.98,3.65,Luxembourg,Ideal,G,SI2
9804,436,0.31,62.0,54.0,4.38,4.42,2.73,Luxembourg,Ideal,G,SI2
9805,2451,0.72,61.3,56.0,5.76,5.81,3.55,Luxembourg,Ideal,G,SI2
9806,16235,2.06,62.9,56.0,8.13,8.04,5.08,Luxembourg,Ideal,G,SI2
9807,1153,0.54,60.4,59.0,5.24,5.29,3.18,Luxembourg,Ideal,G,SI2
9808,5355,1.25,61.6,57.0,6.98,6.91,4.28,Luxembourg,Ideal,G,SI2
9809,5296,1.22,62.3,57.0,6.85,6.8,4.25,Luxembourg,Ideal,G,SI2
9810,1188,0.51,62.0,56.0,5.13,5.16,3.19,Luxembourg,Ideal,G,SI2
9811,745,0.4,60.4,56.0,4.78,4.82,2.9,Luxembourg,Ideal,G,SI2
9812,4455,1.04,61.4,57.0,6.54,6.48,4.0,Luxembourg,Ideal,G,SI2
9813,602,0.38,61.6,55.0,4.64,4.68,2.87,Luxembourg,Ideal,G,SI2
9814,8736,1.5,62.0,57.0,7.31,7.26,4.52,Luxembourg,Ideal,G,SI2
9815,4566,1.04,60.4,58.0,6.56,6.62,3.98,Luxembourg,Ideal,G,SI2
9816,1093,0.53,62.4,56.0,5.18,5.14,3.22,Luxembourg,Ideal,G,SI2
9817,12154,2.03,61.5,57.0,8.15,8.07,4.99,Luxembourg,Ideal,G,SI2
9818,505,0.36,60.7,58.0,4.62,4.64,2.81,Luxembourg,Ideal,G,SI2
9819,14359,2.14,62.9,56.0,8.18,8.14,5.13,Luxembourg,Ideal,G,SI2
9820,1074,0.5,62.1,55.0,5.12,5.15,3.19,Luxembourg,Ideal,G,SI2
9821,6548,1.28,61.1,58.0,6.98,7.03,4.28,Luxembourg,Ideal,G,SI2
9822,382,0.3,61.7,57.0,4.26,4.3,2.64,Luxembourg,Ideal,G,SI2
9823,1090,0.52,61.6,55.0,5.16,5.19,3.19,Luxembourg,Ideal,G,SI2
9824,4670,1.09,62.1,56.0,6.66,6.59,4.12,Luxembourg,Ideal,G,SI2
9825,17555,2.01,61.9,57.0,8.0,8.08,4.98,Luxembourg,Ideal,G,SI2
9826,1042,0.52,59.7,56.0,5.28,5.31,3.16,Luxembourg,Ideal,G,SI2
9827,2068,0.72,61.9,57.0,5.73,5.77,3.56,Luxembourg,Ideal,G,SI2
9828,4873,1.03,61.8,55.0,6.5,6.52,4.02,Luxembourg,Ideal,G,SI2
9829,896,0.42,61.6,56.0,4.81,4.84,2.97,Amsterdam,Ideal,G,SI1
9830,1711,0.63,62.3,58.0,5.44,5.48,3.4,Amsterdam,Ideal,G,SI1
9831,1163,0.47,60.8,56.0,5.0,5.03,3.05,Amsterdam,Ideal,G,SI1
9832,531,0.34,61.9,55.5,4.49,4.54,2.79,Amsterdam,Ideal,G,SI1
9833,1736,0.54,61.9,55.0,5.24,5.26,3.25,Amsterdam,Ideal,G,SI1
9834,5256,1.08,61.8,56.0,6.55,6.58,4.06,Amsterdam,Ideal,G,SI1
9835,477,0.3,62.0,53.0,4.33,4.38,2.7,Amsterdam,Ideal,G,SI1
9836,2456,0.75,62.2,57.0,5.8,5.84,3.62,Amsterdam,Ideal,G,SI1
9837,650,0.34,61.2,57.0,4.56,4.53,2.78,Amsterdam,Ideal,G,SI1
9838,462,0.31,62.2,55.0,4.35,4.36,2.71,Amsterdam,Ideal,G,SI1
9839,6580,1.25,62.5,54.0,6.88,6.85,4.29,Amsterdam,Ideal,G,SI1
9840,951,0.43,61.1,57.0,4.88,4.9,2.99,Amsterdam,Ideal,G,SI1
9841,4044,1.02,62.4,56.0,6.42,6.37,3.99,Amsterdam,Ideal,G,SI1
9842,669,0.35,61.3,56.0,4.56,4.54,2.79,Amsterdam,Ideal,G,SI1
9843,477,0.3,62.0,58.0,4.27,4.29,2.65,Amsterdam,Ideal,G,SI1
9844,3192,0.81,62.2,57.0,5.97,6.02,3.73,Amsterdam,Ideal,G,SI1
9845,5241,1.03,61.7,56.0,6.5,6.47,4.0,Amsterdam,Ideal,G,SI1
9846,477,0.32,61.3,56.0,4.39,4.42,2.7,Amsterdam,Ideal,G,SI1
9847,1431,0.59,62.3,55.0,5.37,5.39,3.35,Amsterdam,Ideal,G,SI1
9848,1437,0.59,61.5,57.0,5.36,5.4,3.31,Amsterdam,Ideal,G,SI1
9849,364,0.23,62.0,54.0,3.95,3.99,2.46,Amsterdam,Ideal,G,SI1
9850,969,0.38,61.8,54.0,4.69,4.67,2.9,Amsterdam,Ideal,G,SI1
9851,1287,0.56,63.0,55.0,5.26,5.22,3.3,Amsterdam,Ideal,G,SI1
9852,2317,0.71,62.3,56.0,5.73,5.7,3.56,Amsterdam,Ideal,G,SI1
9853,2496,0.78,61.0,57.0,5.94,5.99,3.64,Amsterdam,Ideal,G,SI1
9854,5166,1.01,62.2,55.0,6.44,6.46,4.01,Amsterdam,Ideal,G,SI1
9855,5049,1.01,60.6,59.0,6.45,6.49,3.92,Amsterdam,Ideal,G,SI1
9856,3044,0.83,62.1,57.0,6.03,5.95,3.72,Amsterdam,Ideal,G,SI1
9857,1175,0.51,61.5,54.0,5.17,5.21,3.19,Amsterdam,Ideal,G,SI1
9858,5444,1.07,61.9,55.0,6.62,6.57,4.08,Amsterdam,Ideal,G,SI1
9859,8969,1.43,62.6,57.0,7.18,7.14,4.48,Zurich,Ideal,G,SI1
9860,934,0.46,62.2,53.4,4.95,4.98,3.09,Zurich,Ideal,G,SI1
9861,695,0.38,61.5,55.0,4.66,4.68,2.87,Zurich,Ideal,G,SI1
9862,5141,1.01,61.8,55.0,6.46,6.43,3.98,Zurich,Ideal,G,SI1
9863,2518,0.71,61.7,56.0,5.74,5.77,3.55,Zurich,Ideal,G,SI1
9864,5204,1.05,59.7,56.0,6.67,6.64,3.97,Zurich,Ideal,G,SI1
9865,469,0.3,62.3,54.0,4.29,4.32,2.68,Zurich,Ideal,G,SI1
9866,5088,1.0,61.9,56.0,6.45,6.37,3.97,Zurich,Ideal,G,SI1
9867,1376,0.59,63.4,56.0,5.36,5.29,3.38,Zurich,Ideal,G,SI1
9868,4008,0.9,61.9,59.0,6.16,6.19,3.82,Zurich,Ideal,G,SI1
9869,477,0.32,62.5,55.0,4.35,4.38,2.73,Zurich,Ideal,G,SI1
9870,7463,1.29,60.9,59.0,6.99,7.04,4.27,Zurich,Ideal,G,SI1
9871,2583,0.73,62.1,54.0,5.78,5.81,3.6,Zurich,Ideal,G,SI1
9872,2386,0.71,62.4,56.0,5.74,5.71,3.57,Zurich,Ideal,G,SI1
9873,653,0.32,61.4,56.0,4.44,4.42,2.72,Zurich,Ideal,G,SI1
9874,3145,0.7,61.6,55.0,5.71,5.76,3.53,Zurich,Ideal,G,SI1
9875,756,0.42,60.7,57.0,4.81,4.89,2.95,Zurich,Ideal,G,SI1
9876,5273,1.01,61.6,57.0,6.4,6.32,3.92,Zurich,Ideal,G,SI1
9877,11596,1.57,61.8,55.0,7.43,7.49,4.61,Zurich,Ideal,G,SI1
9878,18787,2.05,61.9,57.0,8.1,8.16,5.03,Zurich,Ideal,G,SI1
9879,631,0.33,61.4,57.0,4.48,4.45,2.74,Zurich,Ideal,G,SI1
9880,4059,0.9,62.4,57.0,6.15,6.19,3.85,Zurich,Ideal,G,SI1
9881,930,0.46,62.0,53.0,4.99,5.04,3.11,Zurich,Ideal,G,SI1
9882,1591,0.56,62.3,53.0,5.31,5.28,3.3,Las Vegas,Ideal,G,SI1
9883,1173,0.5,62.2,56.0,5.13,5.08,3.17,Las Vegas,Ideal,G,SI1
9884,2902,0.75,61.6,55.0,5.82,5.86,3.6,Las Vegas,Ideal,G,SI1
9885,3089,0.73,61.2,57.0,5.79,5.86,3.56,Las Vegas,Ideal,G,SI1
9886,7415,1.28,62.4,58.0,6.89,6.95,4.32,Las Vegas,Ideal,G,SI1
9887,5226,1.1,62.3,56.0,6.64,6.58,4.12,Las Vegas,Ideal,G,SI1
9888,492,0.33,61.3,56.0,4.46,4.51,2.75,Las Vegas,Ideal,G,SI1
9889,2522,0.71,59.7,60.0,5.79,5.81,3.46,Las Vegas,Ideal,G,SI1
9890,873,0.4,60.9,55.0,4.82,4.79,2.93,Las Vegas,Ideal,G,SI1
9891,4301,0.96,63.0,53.0,6.24,6.21,3.92,Las Vegas,Ideal,G,SI1
9892,1442,0.58,61.4,55.8,5.34,5.38,3.29,Las Vegas,Ideal,G,SI1
9893,1429,0.55,60.8,56.0,5.3,5.36,3.24,Las Vegas,Ideal,G,SI1
9894,2309,0.74,62.7,56.0,5.78,5.74,3.61,Las Vegas,Ideal,G,SI1
9895,2307,0.71,61.1,57.0,5.79,5.73,3.52,Las Vegas,Ideal,G,SI1
9896,1605,0.55,61.7,55.0,5.25,5.28,3.25,Las Vegas,Ideal,G,SI1
9897,11702,1.57,61.8,55.0,7.49,7.43,4.61,Las Vegas,Ideal,G,SI1
9898,531,0.34,61.8,54.4,4.49,4.52,2.79,Las Vegas,Ideal,G,SI1
9899,942,0.4,61.5,57.0,4.74,4.76,2.92,Las Vegas,Ideal,G,SI1
9900,432,0.3,61.6,57.0,4.29,4.34,2.66,Las Vegas,Ideal,G,SI1
9901,445,0.32,62.6,55.0,4.38,4.41,2.75,Las Vegas,Ideal,G,SI1
9902,477,0.32,61.3,57.0,4.37,4.4,2.69,Las Vegas,Ideal,G,SI1
9903,1084,0.4,61.3,55.0,4.72,4.81,2.92,Las Vegas,Ideal,G,SI1
9904,882,0.42,63.0,55.0,4.81,4.77,3.02,Las Vegas,Ideal,G,SI1
9905,1314,0.54,62.5,56.0,5.2,5.24,3.26,Las Vegas,Ideal,G,SI1
9906,2738,0.71,61.6,57.0,5.72,5.76,3.53,Las Vegas,Ideal,G,SI1
9907,2513,0.71,62.1,54.0,5.72,5.75,3.56,Las Vegas,Ideal,G,SI1
9908,2699,0.7,62.0,56.0,5.66,5.69,3.52,Las Vegas,Ideal,G,SI1
9909,9704,1.52,60.7,57.0,7.41,7.38,4.49,Las Vegas,Ideal,G,SI1
9910,477,0.3,62.2,54.0,4.32,4.36,2.7,Las Vegas,Ideal,G,SI1
9911,571,0.36,61.1,55.0,4.58,4.62,2.81,New York City,Ideal,G,SI1
9912,639,0.38,60.2,57.0,4.72,4.77,2.85,New York City,Ideal,G,SI1
9913,508,0.32,62.3,57.0,4.38,4.41,2.74,New York City,Ideal,G,SI1
9914,18741,2.01,62.2,56.0,8.02,7.97,4.97,New York City,Ideal,G,SI1
9915,1350,0.54,61.8,58.0,5.21,5.27,3.24,New York City,Ideal,G,SI1
9916,17492,2.01,59.2,57.0,8.23,8.19,4.86,New York City,Ideal,G,SI1
9917,1237,0.5,61.7,57.0,5.06,5.08,3.13,New York City,Ideal,G,SI1
9918,2352,0.71,62.9,57.0,5.67,5.62,3.55,New York City,Ideal,G,SI1
9919,2351,0.73,62.1,54.0,5.81,5.76,3.59,New York City,Ideal,G,SI1
9920,12075,1.68,61.6,55.0,7.69,7.64,4.72,New York City,Ideal,G,SI1
9921,477,0.3,62.2,57.0,4.26,4.29,2.66,New York City,Ideal,G,SI1
9922,2654,0.73,62.1,56.0,5.74,5.79,3.58,New York City,Ideal,G,SI1
9923,364,0.24,62.2,54.0,3.97,4.0,2.48,New York City,Ideal,G,SI1
9924,2898,0.79,62.3,57.0,5.9,5.85,3.66,New York City,Ideal,G,SI1
9925,5044,1.02,62.2,56.0,6.46,6.44,4.01,New York City,Ideal,G,SI1
9926,4469,0.95,60.7,56.0,6.31,6.27,3.82,New York City,Ideal,G,SI1
9927,2415,0.7,60.9,57.0,5.79,5.77,3.52,New York City,Ideal,G,SI1
9928,777,0.42,62.2,53.0,4.85,4.86,3.02,New York City,Ideal,G,SI1
9929,627,0.31,61.6,56.0,4.36,4.4,2.7,New York City,Ideal,G,SI1
9930,748,0.39,61.3,54.0,4.73,4.77,2.91,New York City,Ideal,G,SI1
9931,900,0.4,60.2,56.0,4.83,4.77,2.89,New York City,Ideal,G,SI1
9932,1308,0.53,62.3,55.0,5.13,5.24,3.23,New York City,Ideal,G,SI1
9933,1633,0.56,61.2,54.0,5.36,5.32,3.27,New York City,Ideal,G,SI1
9934,3084,0.85,62.0,54.0,6.08,6.11,3.78,New York City,Ideal,G,SI1
9935,689,0.36,62.7,55.0,4.59,4.54,2.86,New York City,Ideal,G,SI1
9936,990,0.46,61.4,56.0,4.97,4.99,3.06,Paris,Ideal,G,SI1
9937,2776,0.72,61.8,56.0,5.72,5.75,3.55,Paris,Ideal,G,SI1
9938,593,0.31,62.2,55.0,4.38,4.36,2.72,Paris,Ideal,G,SI1
9939,1662,0.57,62.0,55.0,5.35,5.32,3.31,Paris,Ideal,G,SI1
9940,772,0.44,61.5,57.0,4.87,4.88,3.0,Paris,Ideal,G,SI1
9941,477,0.3,61.8,56.0,4.34,4.37,2.69,Paris,Ideal,G,SI1
9942,14637,2.03,62.0,57.0,8.1,8.05,5.01,Paris,Ideal,G,SI1
9943,1032,0.44,61.7,55.0,4.88,4.91,3.02,Paris,Ideal,G,SI1
9944,4484,1.1,62.5,57.0,6.61,6.58,4.12,Paris,Ideal,G,SI1
9945,6559,1.22,61.6,57.0,6.89,6.81,4.22,Paris,Ideal,G,SI1
9946,2699,0.8,60.8,57.0,6.02,6.05,3.67,Paris,Ideal,G,SI1
9947,493,0.31,61.8,55.0,4.38,4.42,2.72,Paris,Ideal,G,SI1
9948,477,0.3,62.3,57.0,4.29,4.31,2.68,Paris,Ideal,G,SI1
9949,2513,0.71,62.1,54.0,5.72,5.77,3.57,Paris,Ideal,G,SI1
9950,407,0.25,62.3,57.0,4.03,4.09,2.53,Paris,Ideal,G,SI1
9951,2870,0.8,62.5,57.0,5.94,5.9,3.7,Paris,Ideal,G,SI1
9952,2136,0.71,61.4,57.0,5.76,5.8,3.55,Paris,Ideal,G,SI1
9953,11628,1.56,61.2,56.0,7.51,7.49,4.59,Paris,Ideal,G,SI1
9954,2312,0.7,61.1,57.0,5.72,5.77,3.51,Paris,Ideal,G,SI1
9955,12951,1.55,61.7,57.0,7.4,7.44,4.58,Paris,Ideal,G,SI1
9956,1255,0.53,61.8,58.0,5.16,5.19,3.2,Paris,Ideal,G,SI1
9957,1665,0.53,61.6,57.0,5.19,5.24,3.21,Paris,Ideal,G,SI1
9958,5653,1.03,60.8,57.0,6.52,6.47,3.95,Paris,Ideal,G,SI1
9959,11028,1.52,60.3,57.0,7.58,7.48,4.54,Paris,Ideal,G,SI1
9960,1395,0.54,61.5,55.1,5.25,5.27,3.23,Paris,Ideal,G,SI1
9961,1417,0.55,61.7,58.0,5.27,5.29,3.26,Paris,Ideal,G,SI1
9962,5147,1.03,61.1,57.0,6.54,6.58,4.01,Paris,Ideal,G,SI1
9963,855,0.38,61.3,56.0,4.67,4.63,2.85,Paris,Ideal,G,SI1
9964,363,0.25,62.3,53.0,4.06,4.09,2.54,Paris,Ideal,G,SI1
9965,3521,0.93,60.9,57.0,6.29,6.25,3.82,Paris,Ideal,G,SI1
9966,969,0.38,62.1,54.0,4.67,4.64,2.9,Paris,Ideal,G,SI1
9967,12618,2.03,63.0,56.0,8.04,7.99,5.05,Paris,Ideal,G,SI1
9968,2898,0.79,62.3,57.0,5.9,5.85,3.66,Paris,Ideal,G,SI1
9969,799,0.42,62.0,54.0,4.85,4.82,3.0,Paris,Ideal,G,SI1
9970,5496,1.09,62.4,56.0,6.57,6.61,4.11,Tel Aviv,Ideal,G,SI1
9971,6762,1.2,61.8,59.0,6.77,6.8,4.19,Tel Aviv,Ideal,G,SI1
9972,449,0.32,61.8,55.0,4.4,4.43,2.73,Tel Aviv,Ideal,G,SI1
9973,8529,1.53,61.3,57.0,7.42,7.32,4.52,Tel Aviv,Ideal,G,SI1
9974,4956,1.0,62.0,57.0,6.39,6.32,3.94,Tel Aviv,Ideal,G,SI1
9975,2725,0.81,62.6,55.0,5.97,5.94,3.73,Tel Aviv,Ideal,G,SI1
9976,2321,0.73,62.3,54.0,5.81,5.78,3.61,Tel Aviv,Ideal,G,SI1
9977,430,0.28,60.7,56.0,4.25,4.28,2.59,Tel Aviv,Ideal,G,SI1
9978,612,0.32,61.3,56.0,4.42,4.39,2.7,Tel Aviv,Ideal,G,SI1
9979,704,0.42,62.2,53.0,4.8,4.84,3.0,Tel Aviv,Ideal,G,SI1
9980,790,0.43,61.5,57.0,4.84,4.87,2.98,Tel Aviv,Ideal,G,SI1
9981,506,0.33,61.6,56.0,4.43,4.47,2.74,Tel Aviv,Ideal,G,SI1
9982,3133,0.82,61.8,55.0,6.02,6.05,3.73,Tel Aviv,Ideal,G,SI1
9983,692,0.4,62.0,55.0,4.72,4.76,2.94,Tel Aviv,Ideal,G,SI1
9984,788,0.41,61.2,56.0,4.8,4.84,2.95,Tel Aviv,Ideal,G,SI1
9985,6509,1.23,61.4,56.0,6.94,6.91,4.25,Tel Aviv,Ideal,G,SI1
9986,3894,0.9,60.2,56.0,6.24,6.29,3.77,Tel Aviv,Ideal,G,SI1
9987,675,0.39,61.0,55.0,4.75,4.82,2.92,Tel Aviv,Ideal,G,SI1
9988,4922,0.91,60.8,58.0,6.21,6.29,3.8,Tel Aviv,Ideal,G,SI1
9989,11610,1.58,60.7,56.0,7.56,7.6,4.6,Tel Aviv,Ideal,G,SI1
9990,574,0.3,62.8,56.0,4.32,4.28,2.7,Tel Aviv,Ideal,G,SI1
9991,695,0.38,60.6,57.0,4.71,4.76,2.87,Tel Aviv,Ideal,G,SI1
9992,5044,1.02,60.6,59.0,6.55,6.52,3.96,Tel Aviv,Ideal,G,SI1
9993,1441,0.57,62.1,55.0,5.32,5.34,3.31,Tel Aviv,Ideal,G,SI1
9994,11192,1.61,61.2,55.0,7.57,7.62,4.65,Tel Aviv,Ideal,G,SI1
9995,1718,0.59,61.8,56.0,5.37,5.39,3.32,Tel Aviv,Ideal,G,SI1
9996,4882,1.02,60.5,59.0,6.55,6.51,3.95,Dubai,Ideal,G,SI1
9997,2898,0.79,62.3,57.0,5.9,5.85,3.66,Dubai,Ideal,G,SI1
9998,7414,1.32,61.9,57.0,7.05,7.01,4.35,Dubai,Ideal,G,SI1
9999,1633,0.56,61.5,56.0,5.31,5.32,3.27,Dubai,Ideal,G,SI1
10000,16224,2.03,60.3,56.0,8.27,8.21,4.97,Dubai,Ideal,G,SI1
10001,571,0.36,61.4,55.0,4.61,4.64,2.84,Dubai,Ideal,G,SI1
10002,2760,0.75,62.2,55.0,5.87,5.8,3.63,Dubai,Ideal,G,SI1
10003,12295,1.62,62.2,56.0,7.48,7.53,4.67,Dubai,Ideal,G,SI1
10004,607,0.34,62.7,57.0,4.51,4.48,2.82,Dubai,Ideal,G,SI1
10005,1369,0.57,60.5,57.0,5.4,5.37,3.26,Dubai,Ideal,G,SI1
10006,3171,0.83,61.8,55.0,6.05,6.09,3.75,Dubai,Ideal,G,SI1
10007,8283,1.51,61.6,56.0,7.34,7.25,4.5,Dubai,Ideal,G,SI1
10008,2548,0.72,61.9,54.0,5.78,5.81,3.59,Dubai,Ideal,G,SI1
10009,5428,1.11,62.6,57.0,6.64,6.56,4.13,Dubai,Ideal,G,SI1
10010,5342,1.06,62.0,57.0,6.54,6.5,4.04,Dubai,Ideal,G,SI1
10011,4633,1.02,59.2,57.0,6.52,6.56,3.87,Dubai,Ideal,G,SI1
10012,1352,0.52,62.2,54.0,5.18,5.2,3.23,Dubai,Ideal,G,SI1
10013,2898,0.79,61.1,57.0,5.98,5.93,3.64,Dubai,Ideal,G,SI1
10014,4665,0.98,62.3,56.0,6.37,6.34,3.96,Dubai,Ideal,G,SI1
10015,789,0.43,62.6,56.0,4.79,4.82,3.01,Dubai,Ideal,G,SI1
10016,4008,0.9,60.8,58.0,6.2,6.29,3.8,Dubai,Ideal,G,SI1
10017,4988,1.02,62.2,57.0,6.43,6.49,4.02,Dubai,Ideal,G,SI1
10018,5759,1.13,61.8,55.0,6.71,6.75,4.16,Dubai,Ideal,G,SI1
10019,5367,1.02,60.6,57.0,6.49,6.52,3.94,Dubai,Ideal,G,SI1
10020,6133,1.13,62.0,55.0,6.68,6.71,4.15,Dubai,Ideal,G,SI1
10021,477,0.3,61.4,57.0,4.28,4.32,2.64,Dubai,Ideal,G,SI1
10022,5143,1.03,60.3,58.0,6.57,6.62,3.98,Dubai,Ideal,G,SI1
10023,503,0.35,61.8,55.0,4.54,4.56,2.81,Dubai,Ideal,G,SI1
10024,8226,1.25,60.7,56.0,6.98,7.05,4.26,Dubai,Ideal,G,SI1
10025,2480,0.7,61.3,56.0,5.73,5.78,3.53,Dubai,Ideal,G,SI1
10026,1659,0.61,61.4,56.0,5.46,5.49,3.36,Dubai,Ideal,G,SI1
10027,4679,1.03,62.4,57.0,6.47,6.52,4.05,Dubai,Ideal,G,SI1
10028,10219,1.5,61.7,56.0,7.36,7.32,4.53,Dubai,Ideal,G,SI1
10029,969,0.38,62.0,55.0,4.67,4.64,2.89,Dubai,Ideal,G,SI1
10030,1417,0.56,62.1,55.0,5.29,5.33,3.3,Dubai,Ideal,G,SI1
10031,1885,0.66,61.7,55.0,5.64,5.6,3.47,Dubai,Ideal,G,SI1
10032,665,0.39,60.7,57.0,4.69,4.8,2.88,Dubai,Ideal,G,SI1
10033,3004,0.78,60.6,57.0,5.95,5.97,3.61,Dubai,Ideal,G,SI1
10034,3089,0.73,60.9,57.0,5.81,5.85,3.55,Dubai,Ideal,G,SI1
10035,1446,0.58,62.2,55.0,5.33,5.37,3.33,Dubai,Ideal,G,SI1
10036,990,0.44,62.7,57.0,4.85,4.82,3.03,Dubai,Ideal,G,SI1
10037,964,0.41,61.1,56.0,4.82,4.84,2.95,Dubai,Ideal,G,SI1
10038,5622,1.0,61.0,57.0,6.47,6.44,3.94,Kimberly,Ideal,G,SI1
10039,7230,1.26,61.3,57.0,6.94,6.99,4.27,Kimberly,Ideal,G,SI1
10040,5022,1.09,62.2,56.0,6.6,6.55,4.09,Kimberly,Ideal,G,SI1
10041,5698,1.01,62.6,56.0,6.37,6.41,4.0,Kimberly,Ideal,G,SI1
10042,4588,1.01,61.8,57.0,6.41,6.46,3.98,Kimberly,Ideal,G,SI1
10043,3884,0.91,62.6,57.0,6.16,6.21,3.87,Kimberly,Ideal,G,SI1
10044,2351,0.73,62.5,55.0,5.78,5.74,3.6,Kimberly,Ideal,G,SI1
10045,4708,1.02,60.3,56.0,6.57,6.54,3.95,Kimberly,Ideal,G,SI1
10046,2649,0.71,61.6,56.0,5.73,5.76,3.54,Kimberly,Ideal,G,SI1
10047,2831,0.79,61.8,56.0,5.93,5.91,3.66,Kimberly,Ideal,G,SI1
10048,420,0.29,62.1,54.0,4.25,4.29,2.65,Kimberly,Ideal,G,SI1
10049,593,0.31,62.2,55.0,4.36,4.35,2.71,Kimberly,Ideal,G,SI1
10050,5224,1.15,61.7,56.0,6.72,6.76,4.16,Kimberly,Ideal,G,SI1
10051,540,0.34,61.9,55.0,4.5,4.52,2.79,Kimberly,Ideal,G,SI1
10052,1605,0.55,61.9,57.0,5.23,5.27,3.25,Kimberly,Ideal,G,SI1
10053,1605,0.55,61.3,56.0,5.26,5.31,3.24,Kimberly,Ideal,G,SI1
10054,5061,1.11,62.6,57.0,6.64,6.59,4.14,Kimberly,Ideal,G,SI1
10055,7277,1.31,63.4,57.0,6.97,6.87,4.4,Kimberly,Ideal,G,SI1
10056,3089,0.73,61.7,57.0,5.78,5.81,3.57,Kimberly,Ideal,G,SI1
10057,1384,0.57,62.1,56.0,5.28,5.32,3.29,Kimberly,Ideal,G,SI1
10058,2654,0.74,61.9,56.0,5.8,5.83,3.6,Kimberly,Ideal,G,SI1
10059,876,0.41,61.8,55.0,4.8,4.81,2.97,Kimberly,Ideal,G,SI1
10060,4900,1.03,60.9,57.0,6.54,6.5,3.97,Kimberly,Ideal,G,SI1
